project_id,county,property_name,ain,apn,situs_address,legacy_redundant,assignment_source,method,notes
77,Los Angeles,11630 S. Main Street Apartments,6083010040,6083-010-040,,False,collaborator-sheet,parcel_in_transition,"situs reviewed 2026-08-22 (Drew, assessor portal): AIN confirmed; county situs is 114 E 116TH ST, differs from marketing address 11630 S Main St"
78,Contra Costa,Bella Vista at Hilltop Apartments,4054900073,,3400.0 RICHMOND PKWY RICHMOND CA 94806-5207,False,collaborator-sheet,,
79,Los Angeles,10811 S. Compton Ave Apartments,6070003041,6070-003-041,10811 COMPTON AVE,False,collaborator-sheet,parcel_in_transition,Legacy AIN 6070003038 consolidated to 6070003041
80,Los Angeles,4101 Somerset Dr. Apartments,5032015003,5032-015-003,4101 SOMERSET DR LOS ANGELES CA 90008,False,collaborator-sheet,manual_verified,
81,Los Angeles,321 E. Florence Apartments,6011008052,6011-008-052,325 E FLORENCE AVE LOS ANGELES CA 90003,False,collaborator-sheet,manual_verified,
82,Los Angeles,9300 Compton Ave. Apartments,6048022067,6048-022-067,9300 COMPTON AVE XX LOS ANGELES CA 90002,False,collaborator-sheet,manual_verified,
83,Los Angeles,6401 S. Avalon Blvd. Apartments,6006018001,6006-018-001,6401 AVALON BLVD LOS ANGELES CA 90003,False,collaborator-sheet,manual_verified,
84,Los Angeles,9515 Compton Ave. Apartments,6048004025,6048-004-025,9515 COMPTON AVE LOS ANGELES CA 90002,False,collaborator-sheet,manual_verified,
85,Los Angeles,569 W. 6th Street Apartments,7451037031,7451-037-031,575 W 6TH ST SAN PEDRO CA 90731,False,collaborator-sheet,manual_verified,
86,Los Angeles,685 W. 4th St Apartments,7451026002,7451-026-002,685 W 4TH ST LOS ANGELES CA 90731,False,collaborator-sheet,manual_verified,
87,Los Angeles,Chadwick Apartments,5501013028,5501-013-028,209 S WESTMORELAND AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
88,Los Angeles,Chatsworth Apartments,2695003030,2695-003-030,,False,collaborator-sheet,parcel_in_transition,Legacy AIN 2695003001 consolidated to 2695003030
90,Los Angeles,Pacific Trails Apartments,8630009026,8630-009-026,18615 E ARROW HWY AZUSA CA 91722,False,collaborator-sheet,manual_verified,
91,Los Angeles,Huston Affordable Housing Apartments,2421011010,2421-011-010,10910 HUSTON ST LOS ANGELES CA 91601,False,collaborator-sheet,manual_verified,
92,Los Angeles,The Parker Apartments,8576001024,8576-001-024,4608 ARDEN WAY EL MONTE CA 91731,False,collaborator-sheet,manual_verified,
93,Napa,Canyon Ridge at Napa Junction Apartments,59020050000,,800.0 RELIANT WAY AMERICAN CANYON CA 94503-3242,False,collaborator-sheet,,
94,San Diego,Canyon Villa Apartment Homes,6390806100,,601.0 TELEGRAPH CANYON RD CHULA VISTA CA 91910-6561,False,collaborator-sheet,,
97,Los Angeles,Azusa Gardens Apartments,8608030071,8608-030-071,601 E 8TH ST AZUSA CA 91702,False,collaborator-sheet,manual_verified,
98,Alameda,Camden Village Apartments,50115064010,501-1506-40-10,38000.0 CAMDEN ST FREMONT CA 94536-5169,False,collaborator-sheet,,
99,Los Angeles,Passo Barrington Apartments,4262018026,4262-018-026,1734 S BARRINGTON AVE LOS ANGELES CA 90025,False,collaborator-sheet,manual_verified,
100,Los Angeles,Passo Centinela I Apartments,4231018020,4231-018-020,4129 S CENTINELA AVE LOS ANGELES CA 90066,False,collaborator-sheet,manual_verified,
101,Los Angeles,Passo Centinela II Apartments,4221007056,4221-007-056,4706 S CENTINELA AVE LOS ANGELES CA 90066,False,collaborator-sheet,manual_verified,
102,Los Angeles,Passo Stoner Apartments,4262016011,4262-016-011,1747 STONER AVE LOS ANGELES CA 90025,False,collaborator-sheet,manual_verified,
103,Los Angeles,4th Street Apartments,5183012030,5183-012-030,2025 E 4TH ST LOS ANGELES CA 90033,False,collaborator-sheet,manual_verified,
104,Los Angeles,Alexandria I Apartments,5518008009,5518-008-009,247 S ALEXANDRIA AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
105,Los Angeles,Ashby Apartments,5093017031,5093-017-031,808 S HOBART BLVD LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,
106,Los Angeles,Catalina Apartments,5502011009,5502-011-009,454 S CATALINA ST LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,
107,Los Angeles,Edgemont Apartments,5518013007,5518-013-007,103 S EDGEMONT ST LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
108,Los Angeles,Gramercy Apartments,5081032007,5081-032-007,974 S GRAMERCY PL LOS ANGELES CA 90019,False,collaborator-sheet,manual_verified,
109,Los Angeles,Irolo Apartments,5094021028,5094-021-028,932 IROLO ST LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,
110,Los Angeles,Kenmore I Apartments,5094023030,5094-023-030,941 S KENMORE AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,
111,Los Angeles,Manhattan III Apartments,5503015016,5503-015-016,426 S MANHATTAN PL LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,
112,Los Angeles,Mariposa II Apartments,5518008014,5518-008-014,260 S MARIPOSA AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
113,Los Angeles,Normandie Apartments,5094004004,5094-004-004,739 S NORMANDIE AVE LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,
114,Los Angeles,Norton Apartments,5081006014,5081-006-014,1111 S NORTON AVE LOS ANGELES CA 90019,False,collaborator-sheet,manual_verified,
115,Los Angeles,Oxford I Apartments,5080008006,5080-008-006,975 S OXFORD AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified_multi,Multi-parcel (3)
115,Los Angeles,Oxford I Apartments,5080008007,5080-008-007,979 S OXFORD AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified_multi,Multi-parcel (3)
115,Los Angeles,Oxford I Apartments,5080008008,5080-008-008,985 S OXFORD AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified_multi,Multi-parcel (3)
116,Los Angeles,Oxford III Apartments,5080015003,5080-015-003,960 S OXFORD AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,
117,Los Angeles,Seven Lions Apartments,5518027010,5518-027-010,3715 W 1ST ST LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
118,Los Angeles,St. Andrews I Apartments,5504029006,5504-029-006,515 S ST ANDREWS PL LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,
119,Los Angeles,St. Andrews II Apartments,5503017013,5503-017-013,516 S ST ANDREWS PL LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,
120,Sacramento,The Falls at Arden Apartments,28502100410000,285-0210-041-0000,2345.0 NORTHROP AVE SACRAMENTO CA 95825-7571,False,collaborator-sheet,,
121,Los Angeles,Alexandria II Apartments,5518013024,5518-013-024,130 S ALEXANDRIA AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
122,Los Angeles,Fedora Apartments,5094017020,5094-017-020,861 FEDORA ST LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,
123,Los Angeles,Kenmore II Apartments,5518020021,5518-020-021,200 S KENMORE AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
124,Los Angeles,Kenmore III Apartments,5094023025,5094-023-025,915 S KENMORE AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,
125,Los Angeles,Kingsley Apartments,5503024012,5503-024-012,530 S KINGSLEY DR LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,
126,Los Angeles,Mariposa I Apartments,5094005005,5094-005-005,727 S MARIPOSA AVE LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,
127,Los Angeles,Mariposa III Apartments,5094006003,5094-006-003,750 S MARIPOSA AVE LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,
128,Los Angeles,Mariposa IV Apartments,5502019004,5502-019-004,520 S MARIPOSA AVE LOS ANGELES CA 90020,False,collaborator-sheet,manual_verified,
129,Los Angeles,Oxford II Apartments,5517005016,5517-005-016,207 N OXFORD AVE LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
130,Los Angeles,Western Apartments,5080006008,5080-006-008,1057 S WESTERN AVE LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,
132,Los Angeles,7524 S. Hoover St Apartments,6020022027,6020-022-027,7524 S HOOVER ST,False,collaborator-sheet,parcel_in_transition,Legacy AIN 6020022025 no longer exists. New AIN 6020022027 has no data yet.
134,Los Angeles,10705 Avalon Blvd Apartments,6063029029,6063-029-029,10705 AVALON BLVD LOS ANGELES CA 90061,False,collaborator-sheet,manual_verified,
135,Los Angeles,236 Berendo Apartments,5518026004,5518-026-004,236 N BERENDO ST LOS ANGELES CA 90004,False,collaborator-sheet,manual_verified,
137,Los Angeles,Kittridge Affordable Housing Apartments,2125017014,2125-017-014,18337 KITTRIDGE ST LOS ANGELES CA 91335,False,collaborator-sheet,manual_verified,
141,Fresno,Renaissance Apartment Homes,41805060,,5669 N FRESNO ST FRESNO CA 93710,False,collaborator-sheet,,
142,Los Angeles,9033 Ramsgate Apartments,4125011053,4125-011-053,9033 RAMSGATE AVE,False,collaborator-sheet,parcel_in_transition,Legacy AIN 4125011010 consolidated to 4125011053
143,Alameda,Coliseum Transit Village,41416654,,805 71ST AVE OAKLAND CA 94621-3386,True,collaborator-sheet,,"Duplicate of project 147 row (same AIN, same property, re-authorized deal); marked redundant 2026-08-22"
144,Santa Barbara,La Vista Apartment Homes,123140018,,"740 S WESTERN AVE, SANTA MARIA, CA 93458",False,collaborator-sheet,,
144,Santa Barbara,La Vista Apartment Homes,123140019,,-,False,collaborator-sheet,,
144,Santa Barbara,La Vista Apartment Homes,123140020,,-,False,collaborator-sheet,,
144,Santa Barbara,La Vista Apartment Homes,123140021,,-,False,collaborator-sheet,,
145,Fresno,Golden Gardens Apartments,,,"2130 N Marks Ave, Fresno, CA 93722",False,collaborator-sheet,,
146,Los Angeles,San Pedro Apartments,6022014002,6022-014-002,7655 S SAN PEDRO ST LOS ANGELES CA 90003,False,collaborator-sheet,manual_verified,
147,Alameda,Coliseum Connections,41416654,,"805 71ST AVE, OAKLAND, CA 94621",False,collaborator-sheet,,
148,Los Angeles,Park Wilshire Apartments,5141004003,5141-004-003,2424 WILSHIRE BLVD LOS ANGELES CA,False,manual-repo-edit,manual_verified,"Corrected 2026-08-22 (Drew, assessor portal): prior parcel was 2424 Wilshire SANTA MONICA; Park Wilshire is the LA one"
149,Los Angeles,Sir Francis Drake Villa Apartments,5093010009,5093-010-009,841 S SERRANO AVE LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,
150,Los Angeles,Langham Apartments,5094004007,5094-004-007,715 S NORMANDIE AVE LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,
151,Los Angeles,Piccadilly Apartments,5094002004,5094-002-004,682 IROLO ST LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,
152,Los Angeles,The Hive at Ackerfield Apartments,7157012023,7157-012-023,5700 ACKERFIELD AVE LONG BEACH CA 90805,False,collaborator-sheet,manual_verified_multi,Multi-parcel (2)
153,Los Angeles,Hawaiian Terrace Senior Apartments,7075020011,7075-020-011,12100 226TH ST HAWAIIAN GARDNS CA 90716,False,collaborator-sheet,manual_verified_multi,Multi-parcel (2)
153,Los Angeles,Hawaiian Terrace Senior Apartments,7075020012,7075-020-012,12100 226TH ST HAWAIIAN GARDENS CA 90716,False,collaborator-sheet,manual_verified_multi,Multi-parcel (2)
154,San Mateo,Crystal Springs Terrace,019170270,,2000 CRYSTAL SPRINGS RD SAN BRUNO,False,collaborator-sheet,,
155,Contra Costa,Trailview Apartments,1303200180,,"1070 San Miguel Road, Concord, CA",False,collaborator-sheet,,
156,Alameda,Casa Serena Apartments,5011800142,,"36000 FREMONT BLVD, FREMONT, CA 94536",False,collaborator-sheet,,
157,San Diego,Hendrix and Hadley Apartments,2262031000,,439 W EL NORTE PKWY ESCONDIDO CA 92026-1961,False,collaborator-sheet,,
157,San Diego,Hendrix and Hadley Apartments,2280732000,,1045 MORNING VIEW DR ESCONDIDO CA 92026-3481,False,collaborator-sheet,,
157,San Diego,Hendrix and Hadley Apartments,2262030200,,443 W EL NORTE PKWY ESCONDIDO CA 92026,False,collaborator-sheet,,
157,San Diego,Hendrix and Hadley Apartments,2262110300,,457 W EL NORTE PKWY ESCONDIDO CA 92026,False,collaborator-sheet,,
158,Los Angeles,Kalmia Apartments,,,,,collaborator-sheet,,
159,Los Angeles,1141 N. Vermont Avenue Apartments,5540019012,,1141 N VERMONT AVE LOS ANGELES CA 90029,False,collaborator-sheet,,
160,Los Angeles,12th Street Apartments,5080011007,5080-011-007,3048 W 12TH ST LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,Added from LA County lookup
161,Los Angeles,8th Street Apartments,5077018006,5077-018-006,2933 W 8TH ST LOS ANGELES CA 90005,False,collaborator-sheet,,
162,Los Angeles,Alexandria II Apartments,5518013024,5518-013-024,130 S ALEXANDRIA AVE LOS ANGELES CA 90004,False,collaborator-sheet,,
163,Los Angeles,Ardmore Apartments,5521023008,5521-023-008,437 N ARDMORE AVE LOS ANGELES CA 90004,False,collaborator-sheet,,
164,Los Angeles,Avalon Apartments,5468028027,5468-028-027,249 S AVENUE 55 LOS ANGELES CA 90042,False,collaborator-sheet,,
165,Los Angeles,Fedora Apartments,5094017020,5094-017-020,861 FEDORA ST LOS ANGELES CA 90005,False,collaborator-sheet,,
166,Los Angeles,Harvard Apartments,5521010010,5521-010-010,516 N HARVARD BLVD LOS ANGELES CA 90004,False,collaborator-sheet,,
167,Los Angeles,Hollywood Apartments,5544016002,5544-016-002,5200 HOLLYWOOD BLVD LOS ANGELES CA 90027,False,collaborator-sheet,,
168,Los Angeles,Kenmore II Apartments,5518020021,5518-020-021,200 S KENMORE AVE LOS ANGELES CA 90004,False,collaborator-sheet,,
169,Los Angeles,Kenmore III Apartments,5094023025,5094-023-025,915 S KENMORE AVE LOS ANGELES CA 90006,False,collaborator-sheet,,
170,Los Angeles,Kinglsey Apartments,5503024012,5503-024-012,530 S KINGSLEY DR LOS ANGELES CA 90020,False,collaborator-sheet,,
171,Los Angeles,Lexington Apartments,5537006002,5537-006-002,5406 LEXINGTON AVE LOS ANGELES CA 90029,False,collaborator-sheet,,
172,Los Angeles,Manhattan I & II Apartments,5503015019,5503-015-019,410 S MANHATTAN PL LOS ANGELES CA 90020,False,collaborator-sheet,,
172,Los Angeles,Manhattan I & II Apartments,5503017019,5503-017-019,509 S MANHATTAN PL LOS ANGELES CA 90020,False,collaborator-sheet,,
173,Los Angeles,Mariposa I Apartments,5094005005,5094-005-005,727 S MARIPOSA AVE LOS ANGELES CA 90005,False,collaborator-sheet,,
174,Los Angeles,Mariposa III Apartments,5094006003,5094-006-003,750 S MARIPOSA AVE LOS ANGELES CA 90005,False,collaborator-sheet,,
175,Los Angeles,Mariposa IV Apartments,5502019004,5502-019-004,520 S MARIPOSA AVE LOS ANGELES CA 90020,False,collaborator-sheet,,
176,Los Angeles,Monte Vista Apartments,5469032001,5469-032-001,5635 MONTE VISTA ST LOS ANGELES CA 90042,False,collaborator-sheet,,
177,Los Angeles,Oxford II Apartments,5517005016,5517-005-016,207 N OXFORD AVE LOS ANGELES CA 90004,False,collaborator-sheet,,
178,Los Angeles,Parkview Apartments,5446002044,5446-002-044,312 W AVENUE 37 LOS ANGELES CA 90065,False,collaborator-sheet,,
179,Los Angeles,Western Apartments,5080006008,5080-006-008,1057 S WESTERN AVE LOS ANGELES CA 90006,False,collaborator-sheet,,
180,Los Angeles,Westmoreland Apartments,5501016008,5501-016-008,132 S WESTMORELAND AVE LOS ANGELES CA 90004,False,collaborator-sheet,,
181,Los Angeles,The Hive Apartments,7157012017,7157-012-017,5565 ACKERFIELD AVE LONG BEACH CA 90805,False,collaborator-sheet,,
183,Los Angeles,4256 Whittier Blvd Apartments,5236016054,5236-016-054,4252 WHITTIER BLVD LOS ANGELES CA 90023,False,collaborator-sheet,,
184,Los Angeles,225 W 25th Apartments,5126020009,5126-020-009,225 W 25TH ST LOS ANGELES CA 90007,False,collaborator-sheet,,
185,Los Angeles,9422 Firth Avenue Apartments,6048004047,6048-004-047,9422 FIRTH BLVD LOS ANGELES CA 90002,False,collaborator-sheet,,
186,Los Angeles,4008 Martin Luther King Blvd Apartments,5032007019,5032-007-019,4008 W MARTIN LUTHER KING JR BLVD LOS ANGELES CA 90008,False,collaborator-sheet,,
187,Orange,Bentley Parke Apartments,19826132,198-261-32,3200 W 5TH ST,False,collaborator-sheet,,
188,Contra Costa,Del Norte Place Apartments,501261015,501261015,11720 SAN PABLO AVE,False,collaborator-sheet,,
190,Contra Costa,Highlands Point Apartments,223010017,223010017,2311 IVY HILL WAY,False,collaborator-sheet,,
192,Orange,Heritage Village Anaheim Apartments,03615006,036-150-06,707 W SANTA ANA ST,False,collaborator-sheet,,
193,San Diego,Heritage Park Escondido Apartments,2311104600,2311104600,2549 Valley PKWY,False,collaborator-sheet,,
194,Los Angeles,3751 Delmas Terrace Apartments,4313014022,,3751 DELMAS TER LOS ANGELES CA 90034,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code still ""Two Units"" — pre-development roll"
195,Los Angeles,1723 Corinth Apartments,4261017008,,1723 CORINTH AVE LOS ANGELES CA 90025,False,script-finder-auto (2026-08-21),,"Resolved by LA county situs/geocode search; Pre-construction/stale county record; building may not yet be built (units reviewed 2026-08-22, Drew)"
196,Los Angeles,The Dream Apartments,,,,False,collaborator-sheet,,
197,Los Angeles,12342 Osborne Place Apartments,,,,False,collaborator-sheet,,
199,Los Angeles,Baird Affordable Housing Apartments,2126022021,2126-022-021,6838 BAIRD AVE LOS ANGELES CA 91335,False,manual-repo-edit,,Drew 2026-08-22: project aligns to 6838 Baird Ave (no 6840 situs exists). Assessor unit counts not usable to disambiguate — proposed project may differ.
201,Santa Barbara,Villa Del Sol Senior Apartments,,,,False,collaborator-sheet,,
203,Sacramento,Bent Tree Apartments,21900420330000,219-0042-033-0000,4350 GALBRATH DR SACRAMENTO CA 95842,False,manual-repo-edit,,Drew 2026-08-22 via Sacramento assessor lookup
204,Los Angeles,Hazelhurst Affordable Housing Apartments,2338006014,2338-006-014,6142 HAZELHURST PL LOS ANGELES CA 91606,False,manual-repo-edit,,Drew 2026-08-22: development parcel is 6142 (no 6144 situs exists). Assessor unit counts not usable to disambiguate — proposed project may differ.
206,Los Angeles,Elan River Village Apartments,,,,False,collaborator-sheet,,
207,Los Angeles,Cullen Living Apartments,,,,False,collaborator-sheet,,
208,Los Angeles,Sawtelle 2481 Apartments,,,,False,collaborator-sheet,,
209,San Diego,Bluwater Crossing Apartments,2146500200,214-650-02-00,6790 EMBARCADERO LN CARLSBAD CA 92011,False,script-situs-match (2026-08-22),,"Exact situs match, SANDAG; 66-unit apartment parcel"
210,Sacramento,California Place Apartments,11700120210000,,6633 VALLEY HI DR SACRAMENTO 95823,False,collaborator-sheet,,
211,Los Angeles,Haven Warner Center,2148026046,,6530 INDEPENDENCE AVE LOS ANGELES CA 91303,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search
212,Los Angeles,The Arlo,5052023039,,2075 W JEFFERSON BLVD LOS ANGELES CA 90018,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code ""Restaurants"" — pre-development roll"
213,Sacramento,Sierra Village,22800420320000,228-0042-032-0000,5416 JACKSON ST NORTH HIGHLANDS CA 95660,False,manual-repo-edit,,Drew 2026-08-22 via Sacramento assessor lookup
214,Los Angeles,Trails at San Dimas,8386006015,,444 N AMELIA AVE SAN DIMAS CA 91773,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search
215,Los Angeles,511 Hoover Street Apartments,5539028040,5539-028-040,511 N HOOVER ST (no county situs; AIN from assessor portal map),False,manual-repo-edit,,"Drew 2026-08-22 via assessor portal map view; new construction, situs not yet keyed."
216,San Diego,Guava Gardens Apartments,4701122500,470-112-25-00,5035 GUAVA AVE LA MESA CA 91942,False,script-situs-match (2026-08-22),,"Exact situs match, SANDAG; 81-unit apartment parcel"
217,Los Angeles,Park View by Angeleno Apartments,5157007028,5157-007-028,217 N PARK VIEW ST LOS ANGELES CA 90026,False,script-situs-match (2026-08-22),,"Exact situs match, LA parcel API; use still ""Single"" (pre-development)"
218,Los Angeles,1408 Jefferson Blvd Apartments,5040021006,,1408 W JEFFERSON BLVD LOS ANGELES CA 90007,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search; DUPLICATE of project 200 (same AIN)
219,Los Angeles,603 Mariposa Apartments,5502031012,,603 S MARIPOSA AVE LOS ANGELES CA 90005,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code ""Restaurants"" — pre-development roll"
220,Los Angeles,236 Berendo Apartments,5518026004,,236 N BERENDO ST LOS ANGELES CA 90004,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code ""Single"" — pre-development roll"
221,Los Angeles,Banner Avenue Apartments,5534006026,5534-006-026,6219 BANNER AVE (no county situs; AIN from assessor portal map),False,manual-repo-edit,,Drew 2026-08-22 via assessor portal map view; Banner Ave parcels not situs-keyed.
222,Alameda,Bayfair Apartments,80C49562,80C-495-6-2,16077 ASHLAND AVE SAN LORENZO CA 94580,False,manual-repo-edit,,Drew 2026-08-22 via Alameda assessor lookup
223,Alameda,2121 Wood St,1831016,18-310-16,2121 WOOD ST OAKLAND CA 94607,False,manual-repo-edit,,Drew 2026-08-22 via Alameda assessor lookup
224,Los Angeles,1454 Florence Apartments,6018007001,,1454 W FLORENCE AVE LOS ANGELES CA 90047,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search; matched W Florence per address; use code pre-development
226,Contra Costa,Maris at Martinez Apartments,,,,False,collaborator-sheet,,
227,Sacramento,Westlake Apartments,3003300180000,,1 SHOAL CT SACRAMENTO 95831,False,collaborator-sheet,,
228,Los Angeles,Colden Oaks Apartments,6053006052,,225 W COLDEN AVE LOS ANGELES CA 90003,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search
230,Los Angeles,Hansen illage Apartments,2530007014,,11821 FOOTHILL BLVD LOS ANGELES CA 91342,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search; two parcels share situs 11821 Foothill — multi-parcel
231,Los Angeles,Violet on Virgil,5501017044,,160 S VIRGIL AVE LOS ANGELES CA 90004,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search
232,Orange,Crystal View Apartments,23115127,,12021 BAYPORT ST GARDEN GROVE 92840,False,collaborator-sheet,,
232,Orange,Crystal View Apartments,23115128,,12156 BAYPORT ST GARDEN GROVE 92840,False,collaborator-sheet,,
233,Los Angeles,926 S. Kingsley Apartments,5093023056,5093-023-056,926 S KINGSLEY DR LOS ANGELES CA 90006,False,manual-repo-edit,,"Corrected 2026-08-22 (Drew, assessor portal): prior geocode pick 5093023058 sits at 926 S Harvard Blvd"
234,Los Angeles,939 S. Kingsley Apartments,5093023059,,939 S KINGSLEY DR LOS ANGELES CA 90006,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code ""Single"" — verify (value $6.2M suggests recent build)"
235,Los Angeles,3950 Ingraham Apartments,5092029007,5092-029-007,3950 INGRAHAM ST LOS ANGELES CA 90005,False,manual-repo-edit,,"Drew confirmed 2026-08-22: staff report ""3950 W. Ingraham"" has spurious W; single Ingraham St in LA. Pre-development ""Four Units"" lot."
236,Los Angeles,Park Playa Apartments,4211011047,4211-011-047,6985 S CENTINELA AVE (no county situs; AIN from assessor portal map),False,manual-repo-edit,,"Drew 2026-08-22 via assessor portal map view; odd lot shape, best-fit parcel."
237,Los Angeles,Edgemont by Angeleno,5540025003,5540-025-003,1178 N EDGEMONT ST LOS ANGELES CA 90029,False,manual-repo-edit,,"Corrected 2026-08-22 (Drew, assessor portal): prior geocode pick 5540023002 sits at 1178 N Heliotrope Dr"
57,Santa Clara,SoFi Los Gatos Creek Apartments,28424015,,"2070 Southwest Ex, San Jose, CA 95128",False,collaborator-sheet,,
60,Santa Clara,HARKEN APARTMENTS,17004068,,5150 EL CAMINO REAL LOS ALTOS CA,False,collaborator-sheet,,
60,Santa Clara,HARKEN APARTMENTS,17004069,,5150 EL CAMINO REAL LOS ALTOS CA,False,collaborator-sheet,,
89,Santa Clara,LINQ Apartments,25404108,,1700 NEWBURY PARK DR SAN JOSE CA 95133-1771,False,collaborator-sheet,,
95,Santa Clara,Fountain Park Apartments,37226016,,"1028 S De Anza Bl, San Jose, CA 95129",False,collaborator-sheet,,
96,Santa Clara,Park Kiely Apartments,29640005,,"355 Kiely Bl, San Jose, CA 95129",False,collaborator-sheet,,
96,Santa Clara,Park Kiely Apartments,29640004,,"4240 Albany Dr, San Jose, CA 95129",False,collaborator-sheet,,
96,Santa Clara,Park Kiely Apartments,29640003,,"4280 Albany Dr, San Jose, CA 95129",False,collaborator-sheet,,
136,Santa Clara,Ascent Apartments,70607013,,5805 CHARLOTTE DR SAN JOSE CA 95123-3619,False,collaborator-sheet,,
138,Santa Clara,Montecito Apartments,21332022,,3765 TAMARACK LN SANTA CLARA CA 95051-2571,False,collaborator-sheet,,
139,Santa Clara,Thornbridge Apartments,68429011,,"5150 Monterey Rd, San Jose, CA 95111",False,collaborator-sheet,,
139,Santa Clara,Thornbridge Apartments,68428078,,"70 Crocker Ct, San Jose, CA 95111",False,collaborator-sheet,,
140,Santa Clara,The Crossings Apartments,31342061,,1180 LOCHINVAR AVE SUNNYVALE CA 94087-5100,False,collaborator-sheet,,
189,Santa Clara,The Colonnade Apartments,46745084,467-45-084,201 S 4Th St,False,collaborator-sheet,,
189,Santa Clara,The Colonnade Apartments,46745075,467-45-075,115 E San Carlos,False,collaborator-sheet,,
189,Santa Clara,The Colonnade Apartments,46745074,467-45-074,115 E San Carlos St,False,collaborator-sheet,,
189,Santa Clara,The Colonnade Apartments,46745073,467-45-073,200 S 3Rd St,False,collaborator-sheet,,
191,Santa Clara,Highland Gardens Apartments,15401034,154-01-034,234 Escuela Av,False,collaborator-sheet,,
198,Santa Clara,220 Humboldt Ct. Apartments,,,,False,collaborator-sheet,,
202,Santa Cruz,La Posada Apartments,01125105,011-251-05,,False,manual-repo-edit,,"Drew 2026-08-22 via Santa Cruz assessor lookup, 609 Frederick St"
16,Solano,Montessa Apartments,128101150,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,"Government-owned common-area parcel (use code 9800, $0 values) — Drew via Solano GIS 2026-08-22"
16,Solano,Montessa Apartments,128101140,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101130,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101120,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101110,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101100,,343 MOON RIVER PL VACAVILLE CA 95687,True,collaborator-sheet,,
16,Solano,Montessa Apartments,128101090,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101080,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101070,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101060,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101050,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,"Government-owned common-area parcel (use code 9800, Government Owned=YS, no site address, $0 values) — Drew via Solano GIS 2026-08-22"
