project_id,agency,property_name,entity,city,county,resolution,meeting_date,item_type,minutes_status,authorization_status,superseded_by,manual_status,scc_filed,scc_number,scc_issue_date,agenda_url,staff_report_url,minutes_url,investor_1,investor_2,nonprofit_partner,total_units,restricted_units,rent_restricted_pct,term_years,city_cut,grant_description,address,estimated_closing,new_build,built,acquisition_price_m,acquisition_date,link,leasing_link,row_source,field_overrides
104,CMFA,Alexandria I Apartments,247 S Alexandria LLLP,Los Angeles,Los Angeles,25-449,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",27,27,100% at 80% AMI,30,4050.0,"Grant up to $10,000 (Charitable Affordable Housing)","247 S. Alexandria Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
105,CMFA,Ashby Apartments,808 S Hobart LLLP,Los Angeles,Los Angeles,25-450,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",49,49,100% at 80% AMI,30,7350.0,"Grant up to $10,000 (Charitable Affordable Housing)","808 S. Hobart Boulevard, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
106,CMFA,Catalina Apartments,454 Catalina LLLP,Los Angeles,Los Angeles,25-451,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",48,48,100% at 80% AMI,30,7200.0,"Grant up to $10,000 (Charitable Affordable Housing)","454 S. Catalina Street, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
107,CMFA,Edgemont Apartments,103 S Edgemont LLLP,Los Angeles,Los Angeles,25-452,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",43,43,100% at 80% AMI,30,6450.0,"Grant up to $10,000 (Charitable Affordable Housing)","103 S. Edgemont Street, Los Angeles, CA 90004",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
108,CMFA,Gramercy Apartments,Carson Gramercy LLLP // 974 S Gramercy LLLP,Los Angeles,Los Angeles,25-453,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",38,38,100% at 80% AMI,30,5700.0,"Grant up to $10,000 (Charitable Affordable Housing)","974 S. Gramercy Place, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
109,CMFA,Irolo Apartments,Irolo 16 LLLP,Los Angeles,Los Angeles,25-454,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",32,32,100% at 80% AMI,30,4800.0,"Grant up to $10,000 (Charitable Affordable Housing)","832 Irolo Street, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
110,CMFA,Kenmore I Apartments,Kenmore 20 LLLP,Los Angeles,Los Angeles,25-455,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",42,42,100% at 80% AMI,30,3600.0,"Grant up to $10,000 (Charitable Affordable Housing)","941 S. Kenmore Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet
111,CMFA,Manhattan III Apartments,426 Manhattan LLLP,Los Angeles,Los Angeles,25-456,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,,,6000,"Grant up to $10,000 (Charitable Affordable Housing)","426 S. Manhattan Place, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
112,CMFA,Mariposa II Apartments,260 S Mariposa LLLP,Los Angeles,Los Angeles,25-457,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,100% at 80% AMI,30,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","260 S. Mariposa Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
113,CMFA,Normandie Apartments,739 Normandie LLLP,Los Angeles,Los Angeles,25-458,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",32,32,100% at 80% AMI,30,4800.0,"Grant up to $10,000 (Charitable Affordable Housing)","739 S. Normandie Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
114,CMFA,Norton Apartments,1111 Norton LLLP,Los Angeles,Los Angeles,25-459,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",20,20,100% at 80% AMI,30,3000.0,"Grant up to $10,000 (Charitable Affordable Housing)","1111 S. Norton Avenue, Los Angeles, CA 90019",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
115,CMFA,Oxford I Apartments,Oxford 19 LLLP,Los Angeles,Los Angeles,25-460,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",60,60,100% at 80% AMI,30,9000.0,"Grant up to $10,000 (Charitable Affordable Housing)","975-985 S. Oxford Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
116,CMFA,Oxford III Apartments,960 S Oxford LLLP,Los Angeles,Los Angeles,25-461,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",73,73,100% at 80% AMI,30,10950.0,"Grant up to $10,000 (Charitable Affordable Housing)","960 S. Oxford Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
117,CMFA,Seven Lions Apartments,3715 W 1st Street LLLP,Los Angeles,Los Angeles,25-462,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",55,55,100% at 80% AMI,30,8250.0,"Grant up to $10,000 (Charitable Affordable Housing)","3715 W. 1st Street, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
118,CMFA,St. Andrews I Apartments,515 S St. Andrews LLLP,Los Angeles,Los Angeles,25-463,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,100% at 80% AMI,30,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","515 S. St. Andrews Place, Los Angeles, CA 90020",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
119,CMFA,St. Andrews II Apartments,516 St. Andrews LLLP,Los Angeles,Los Angeles,25-464,2025-09-19,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/09/1-CMFA-Agenda-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/CMFA-Staff-Reports-09-19-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/09/2-CMFA-Minutes-09-19-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",59,59,,,8850,"Grant up to $10,000 (Charitable Affordable Housing)","516 S. St. Andrews Place, Los Angeles, CA 90020",,NO,,,,,,generated,new_build:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
120,CMFA,The Falls at Arden Apartments,"GB Falls, LP",Unincorporated,Sacramento,25-484,2025-10-10,authorize,approved,operative,,,True,15388,2025-12-10,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,Jackson Square Properties,,Housing on Merit,272,272,100% at 80% AMI,30,40800,"Grant up to $10,000 (Charitable Affordable Housing)","2345 Northrop Ave, Sacramento, CA 95825",,NO,,,,,,generated,new_build:collaborator-sheet; city:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
121,CMFA,Alexandria II Apartments,130 Alexandria LLLP,Los Angeles,Los Angeles,25-487,2025-10-10,authorize,approved,superseded,162,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",30,30,,,4500,"Grant up to $10,000 (Charitable Affordable Housing)","130 S. Alexandria Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
122,CMFA,Fedora Apartments,861 Fedora LLLP,Los Angeles,Los Angeles,25-488,2025-10-10,authorize,approved,superseded,165,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",39,39,100% at 80% AMI,30,5850.0,"Grant up to $10,000 (Charitable Affordable Housing)","861 Fedora Street, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
123,CMFA,Kenmore II Apartments,Kenmore II 20 LLLP,Los Angeles,Los Angeles,25-489,2025-10-10,authorize,approved,superseded,168,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",48,48,100% at 80% AMI,30,7200.0,"Grant up to $10,000 (Charitable Affordable Housing)","200 S. Kenmore Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
124,CMFA,Kenmore III Apartments,915 S Kenmore LLLP,Los Angeles,Los Angeles,25-490,2025-10-10,authorize,approved,superseded,169,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",18,18,100% at 80% AMI,30,2700.0,"Grant up to $10,000 (Charitable Affordable Housing)","915 S. Kenmore Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
125,CMFA,Kingsley Apartments,530 Kingsley LLLP,Los Angeles,Los Angeles,25-491,2025-10-10,authorize,approved,superseded,170,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",45,45,100% at 80% AMI,30,6750.0,"Grant up to $10,000 (Charitable Affordable Housing)","530 Kingsley Drive, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; property_name:collaborator-sheet; address:collaborator-sheet
126,CMFA,Mariposa I Apartments,Mariposa 20 LLLP,Los Angeles,Los Angeles,25-492,2025-10-10,authorize,approved,superseded,173,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,100% at 80% AMI,30,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","727 S. Mariposa Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
127,CMFA,Mariposa III Apartments,750 Mariposa LLLP,Los Angeles,Los Angeles,25-493,2025-10-10,authorize,approved,superseded,174,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",23,23,100% at 80% AMI,30,3450.0,"Grant up to $10,000 (Charitable Affordable Housing)","750-752 S. Mariposa Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
128,CMFA,Mariposa IV Apartments,520 Mariposa LLLP,Los Angeles,Los Angeles,25-494,2025-10-10,authorize,approved,superseded,175,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",48,48,100% at 80% AMI,30,7200.0,"Grant up to $10,000 (Charitable Affordable Housing)","520 S. Mariposa Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
129,CMFA,Oxford II Apartments,Oxford 20 LLLP,Los Angeles,Los Angeles,25-495,2025-10-10,authorize,approved,superseded,177,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",32,32,100% at 80% AMI,30,4800.0,"Grant up to $10,000 (Charitable Affordable Housing)","207 N. Oxford Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
130,CMFA,Western Apartments,Western 19 LLLP,Los Angeles,Los Angeles,25-496,2025-10-10,authorize,approved,superseded,179,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",76,76,100% at 80% AMI,30,11400.0,"Grant up to $10,000 (Charitable Affordable Housing)","1057 S. Western Avenue, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
131,CMFA,Citrine Apartments,"Citrine Preservation, LP",Healdsburg,Sonoma,25-485,2025-10-10,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,The Transcend Group,,Retail Store Employees Building Corporation,37,37,100% at 80% AMI,30,5550.0,"Grant up to $10,000 (Charitable Affordable Housing)","1260 Grove St, Healdsburg, CA 95448",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
132,CMFA,7524 S. Hoover St Apartments,"PS 7518 Hoover St, LP",Los Angeles,Los Angeles,25-513,2025-10-24,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-24-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/CMFA-Staff-Reports-10-24-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-24-25.pdf,California State Teachers’ Retirement System,,Housing On Merit,79,78,100% at 80% AMI,20,11850.0,"Grant up to $10,000 (Charitable Affordable Housing)","7524 S. Hoover St, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
134,CMFA,10705 Avalon Blvd Apartments,"PS 10705 Avalon Blvd, LP",Los Angeles,Los Angeles,25-512,2025-10-24,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-24-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/CMFA-Staff-Reports-10-24-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-24-25.pdf,California State Teachers’ Retirement System,,Housing On Merit,68,68,100% at 80% AMI,20,10200.0,"Grant up to $10,000 (Charitable Affordable Housing)","10705 Avalon Blvd, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; total_units:collaborator-sheet; address:collaborator-sheet
135,CMFA,236 Berendo Apartments,236 Berendo Holdings OZ LP,Los Angeles,Los Angeles,25-510,2025-10-24,authorize,approved,superseded,220,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-24-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/CMFA-Staff-Reports-10-24-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-24-25.pdf,Terra Capital Development Group LLC,,"Pacific Housing, Inc.",52,52,100% at 80% AMI,30,7800.0,"Grant up to $10,000 (Charitable Affordable Housing)","236 N. Berendo Street., Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
136,CSCDA,Ascent Apartments,"Ethos GP I Venture, LP",San Jose,Santa Clara,,2025-11-20,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2025/11/CSCDA-Agenda-11.20.25.pdf,https://cscda.org/wp-content/uploads/2025/11/CSCDA-Agenda-Packet-11.20.25.pdf,https://cscda.org/wp-content/uploads/2025/12/CSCDA-Agenda-Packet-12.4.25-v2.pdf,Ethos Real Estate,,,650,260,40% at 80% AMI,30,,"Grant of $5,000","5805 Charlotte Drive, San Jose, CA","December, 2025",,,,,,,generated,investor_1:collaborator-sheet; restricted_units:collaborator-sheet
137,CMFA,Kittridge Affordable Housing Apartments,"18337 Kittridge, LP",Los Angeles,Los Angeles,25-552,2025-11-21,authorize,,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/11/1-CMFA-Agenda-11-21-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/11/CMFA-Staff-Reports-11-21-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/11/2-CMFA-Minutes-11-21-25.pdf,"Angeleno Investments, LP",,Las Palmas Housing & Development Corporation,41,41,100% at 80% AMI,30,6150.0,"Grant up to $10,000 (Charitable Affordable Housing)","18337 Kittridge St, Reseda, CA 91335",,YES,,,,,,generated,new_build:collaborator-sheet; total_units:collaborator-sheet; address:collaborator-sheet
